id,subtime,score,walltime,scoreQueue,qtdRecursos
w0!1686399,12069294.0,0.0,604800,365.0,3
w0!1686400,12069294.0,0.0,600,360008.0,19
w0!1686401,12069294.0,0.0,600,360008.0,1
w0!1686402,12069295.0,0.0,1200,180007.0,8
w0!1686403,12069295.0,0.0,36506,5924.0,39
w0!1686404,12069295.0,0.0,85800,2524.0,2
w0!1686405,12069296.0,0.0,85800,2523.0,3
w0!1686406,12069296.0,0.0,85800,2523.0,24
w0!1686407,12069297.0,0.0,7200,30005.0,28
w0!1686408,12069297.0,0.0,7200,30005.0,28
w0!1686409,12069297.0,0.0,85800,2522.0,28
w0!1686410,12069298.0,0.0,85800,2521.0,3
w0!1686411,12069298.0,0.0,85800,2521.0,2
w0!1686412,12069298.0,0.0,85800,2521.0,2
w0!1686413,12069299.0,0.0,35755,6044.0,10
w0!1686414,12069299.0,0.0,50220,4304.0,1
w0!1686416,12069299.0,0.0,600,360003.0,3
w0!1686417,12069300.0,0.0,1200,180002.0,28
w0!1686418,12069300.0,0.0,1200,180002.0,2
w0!1686419,12069300.0,0.0,600,360002.0,1
w0!1686420,12069301.0,0.0,85800,2518.0,2
w0!1686421,12069301.0,0.0,85800,2518.0,28
w0!1686422,12069302.0,0.0,85800,2517.0,28
w0!1686423,12069302.0,0.0,85800,2517.0,17
w0!1686424,12069302.0,0.0,85800,2517.0,28
 
Fila Jobs n:,355,Size:,92,Current time:,12069303.0
w0!1686335,12069270.0,60.0,2400,608433.0,39
w0!1686336,12069271.0,60.0,2400,608432.0,1
w0!1686337,12069271.0,60.0,2700,598432.0,39
w0!1686338,12069271.0,60.0,85800,520949.0,22
w0!1686339,12069272.0,60.0,85800,520948.0,28
w0!1686340,12069272.0,60.0,85800,520948.0,8
w0!1686341,12069273.0,60.0,85800,520947.0,28
w0!1686342,12069273.0,60.0,85800,520947.0,28
w0!1686343,12069273.0,60.0,85800,520947.0,28
w0!1686344,12069274.0,60.0,85800,520946.0,28
w0!1686345,12069274.0,60.0,85800,520946.0,28
w0!1686346,12069274.0,60.0,600,878429.0,39
w0!1686347,12069275.0,60.0,1200,698428.0,39
w0!1686348,12069275.0,60.0,2400,608428.0,1
w0!1686349,12069275.0,60.0,85800,520945.0,28
w0!1686350,12069276.0,60.0,85800,520944.0,28
w0!1686351,12069276.0,60.0,1800,638427.0,39
w0!1686352,12069276.0,60.0,85800,520944.0,28
w0!1686353,12069277.0,60.0,85800,520943.0,5
w0!1686354,12069277.0,60.0,85800,520943.0,28
w0!1686355,12069278.0,60.0,85800,520942.0,28
w0!1686356,12069278.0,60.0,85800,520942.0,28
w0!1686357,12069278.0,60.0,85800,520942.0,28
w0!1686358,12069279.0,60.0,85800,520941.0,28
w0!1686359,12069279.0,60.0,85800,520941.0,28
w0!1686360,12069279.0,60.0,1800,638424.0,39
w0!1686361,12069280.0,60.0,2400,608423.0,1
w0!1686362,12069280.0,60.0,2400,608423.0,1
w0!1686363,12069280.0,60.0,85800,520940.0,28
w0!1686364,12069281.0,60.0,2400,608422.0,39
w0!1686365,12069281.0,60.0,2400,608422.0,1
w0!1686366,12069281.0,60.0,85800,520939.0,28
w0!1686367,12069282.0,60.0,85800,520938.0,7
w0!1686368,12069282.0,60.0,85800,520938.0,28
w0!1686369,12069282.0,60.0,85800,520938.0,28
w0!1686370,12069283.0,60.0,85800,520937.0,28
w0!1686371,12069283.0,60.0,85800,520937.0,5
w0!1686372,12069283.0,60.0,85800,520937.0,28
w0!1686373,12069284.0,60.0,2400,608419.0,39
w0!1686374,12069284.0,60.0,2400,608419.0,2
w0!1686375,12069285.0,60.0,85800,520935.0,2
w0!1686376,12069285.0,60.0,85800,520935.0,2
w0!1686377,12069285.0,60.0,85800,520935.0,28
w0!1686378,12069286.0,60.0,85800,520934.0,18
w0!1686379,12069286.0,60.0,85800,520934.0,28
w0!1686380,12069287.0,60.0,85800,520933.0,19
w0!1686381,12069287.0,60.0,85800,520933.0,28
w0!1686382,12069287.0,60.0,604800,518773.0,20
w0!1686383,12069288.0,60.0,3600,578415.0,39
w0!1686384,12069288.0,60.0,172800,519665.0,20
w0!1686385,12069288.0,60.0,172800,519665.0,20
w0!1686386,12069289.0,60.0,172800,519664.0,20
w0!1686387,12069289.0,60.0,172800,519664.0,20
w0!1686388,12069289.0,60.0,172800,519664.0,20
w0!1686390,12069290.0,9.0,172800,79023.0,20
w0!1686389,12069290.0,0.0,3600,60013.0,39
w0!1686391,12069291.0,0.0,172800,1262.0,20
w0!1686392,12069291.0,0.0,172800,1262.0,1
w0!1686393,12069291.0,0.0,172800,1262.0,20
w0!1686394,12069292.0,0.0,1200,180011.0,20
w0!1686395,12069292.0,0.0,172800,1261.0,20
w0!1686396,12069292.0,0.0,1200,180011.0,20
w0!1686397,12069293.0,0.0,172800,1260.0,20
w0!1686398,12069293.0,0.0,1200,180010.0,2
w0!1686399,12069294.0,0.0,604800,366.0,3
w0!1686400,12069294.0,0.0,600,360009.0,19
w0!1686401,12069294.0,0.0,600,360009.0,1
w0!1686402,12069295.0,0.0,1200,180008.0,8
w0!1686403,12069295.0,0.0,36506,5925.0,39
w0!1686404,12069295.0,0.0,85800,2525.0,2
w0!1686405,12069296.0,0.0,85800,2524.0,3
w0!1686406,12069296.0,0.0,85800,2524.0,24
w0!1686407,12069297.0,0.0,7200,30006.0,28
w0!1686408,12069297.0,0.0,7200,30006.0,28
w0!1686409,12069297.0,0.0,85800,2523.0,28
w0!1686410,12069298.0,0.0,85800,2522.0,3
w0!1686411,12069298.0,0.0,85800,2522.0,2
w0!1686412,12069298.0,0.0,85800,2522.0,2
w0!1686413,12069299.0,0.0,35755,6045.0,10
w0!1686414,12069299.0,0.0,50220,4305.0,1
w0!1686416,12069299.0,0.0,600,360004.0,3
w0!1686417,12069300.0,0.0,1200,180003.0,28
w0!1686418,12069300.0,0.0,1200,180003.0,2
w0!1686419,12069300.0,0.0,600,360003.0,1
w0!1686420,12069301.0,0.0,85800,2519.0,2
w0!1686421,12069301.0,0.0,85800,2519.0,28
w0!1686422,12069302.0,0.0,85800,2518.0,28
w0!1686423,12069302.0,0.0,85800,2518.0,17
w0!1686424,12069302.0,0.0,85800,2518.0,28
w0!1686425,12069303.0,0.0,21600,10000.0,4
w0!1686426,12069303.0,0.0,7200,30000.0,28
w0!1686427,12069303.0,0.0,7200,30000.0,28
 
Fila Jobs n:,356,Size:,95,Current time:,12069304.0
w0!1686335,12069270.0,60.0,2400,608434.0,39
w0!1686336,12069271.0,60.0,2400,608433.0,1
w0!1686337,12069271.0,60.0,2700,598433.0,39
w0!1686338,12069271.0,60.0,85800,520950.0,22
w0!1686339,12069272.0,60.0,85800,520949.0,28
w0!1686340,12069272.0,60.0,85800,520949.0,8
w0!1686341,12069273.0,60.0,85800,520948.0,28
w0!1686342,12069273.0,60.0,85800,520948.0,28
w0!1686343,12069273.0,60.0,85800,520948.0,28
w0!1686344,12069274.0,60.0,85800,520947.0,28
w0!1686345,12069274.0,60.0,85800,520947.0,28
w0!1686346,12069274.0,60.0,600,878430.0,39
w0!1686347,12069275.0,60.0,1200,698429.0,39
w0!1686348,12069275.0,60.0,2400,608429.0,1
w0!1686349,12069275.0,60.0,85800,520946.0,28
w0!1686350,12069276.0,60.0,85800,520945.0,28
w0!1686351,12069276.0,60.0,1800,638428.0,39
w0!1686352,12069276.0,60.0,85800,520945.0,28
w0!1686353,12069277.0,60.0,85800,520944.0,5
w0!1686354,12069277.0,60.0,85800,520944.0,28
w0!1686355,12069278.0,60.0,85800,520943.0,28
w0!1686356,12069278.0,60.0,85800,520943.0,28
w0!1686357,12069278.0,60.0,85800,520943.0,28
w0!1686358,12069279.0,60.0,85800,520942.0,28
w0!1686359,12069279.0,60.0,85800,520942.0,28
w0!1686360,12069279.0,60.0,1800,638425.0,39
w0!1686361,12069280.0,60.0,2400,608424.0,1
w0!1686362,12069280.0,60.0,2400,608424.0,1
w0!1686363,12069280.0,60.0,85800,520941.0,28
w0!1686364,12069281.0,60.0,2400,608423.0,39
w0!1686365,12069281.0,60.0,2400,608423.0,1
w0!1686366,12069281.0,60.0,85800,520940.0,28
w0!1686367,12069282.0,60.0,85800,520939.0,7
w0!1686368,12069282.0,60.0,85800,520939.0,28
w0!1686369,12069282.0,60.0,85800,520939.0,28
w0!1686370,12069283.0,60.0,85800,520938.0,28
w0!1686371,12069283.0,60.0,85800,520938.0,5
w0!1686372,12069283.0,60.0,85800,520938.0,28
w0!1686373,12069284.0,60.0,2400,608420.0,39
w0!1686374,12069284.0,60.0,2400,608420.0,2
w0!1686375,12069285.0,60.0,85800,520936.0,2
w0!1686376,12069285.0,60.0,85800,520936.0,2
w0!1686377,12069285.0,60.0,85800,520936.0,28
w0!1686378,12069286.0,60.0,85800,520935.0,18
w0!1686379,12069286.0,60.0,85800,520935.0,28
w0!1686380,12069287.0,60.0,85800,520934.0,19
w0!1686381,12069287.0,60.0,85800,520934.0,28
w0!1686382,12069287.0,60.0,604800,518774.0,20
w0!1686383,12069288.0,60.0,3600,578416.0,39
w0!1686384,12069288.0,60.0,172800,519666.0,20
w0!1686385,12069288.0,60.0,172800,519666.0,20
w0!1686386,12069289.0,60.0,172800,519665.0,20
w0!1686387,12069289.0,60.0,172800,519665.0,20
w0!1686388,12069289.0,60.0,172800,519665.0,20
w0!1686390,12069290.0,9.0,172800,79024.0,20
w0!1686389,12069290.0,0.0,3600,60014.0,39
w0!1686391,12069291.0,0.0,172800,1263.0,20
w0!1686392,12069291.0,0.0,172800,1263.0,1
w0!1686393,12069291.0,0.0,172800,1263.0,20
w0!1686394,12069292.0,0.0,1200,180012.0,20
w0!1686395,12069292.0,0.0,172800,1262.0,20
w0!1686396,12069292.0,0.0,1200,180012.0,20
w0!1686397,12069293.0,0.0,172800,1261.0,20
w0!1686398,12069293.0,0.0,1200,180011.0,2
w0!1686399,12069294.0,0.0,604800,367.0,3
w0!1686400,12069294.0,0.0,600,360010.0,19
w0!1686401,12069294.0,0.0,600,360010.0,1
w0!1686402,12069295.0,0.0,1200,180009.0,8
w0!1686403,12069295.0,0.0,36506,5926.0,39
w0!1686404,12069295.0,0.0,85800,2526.0,2
w0!1686405,12069296.0,0.0,85800,2525.0,3
w0!1686406,12069296.0,0.0,85800,2525.0,24
w0!1686407,12069297.0,0.0,7200,30007.0,28
w0!1686408,12069297.0,0.0,7200,30007.0,28
w0!1686409,12069297.0,0.0,85800,2524.0,28
w0!1686410,12069298.0,0.0,85800,2523.0,3
w0!1686411,12069298.0,0.0,85800,2523.0,2
w0!1686412,12069298.0,0.0,85800,2523.0,2
w0!1686413,12069299.0,0.0,35755,6046.0,10
w0!1686414,12069299.0,0.0,50220,4306.0,1
w0!1686416,12069299.0,0.0,600,360005.0,3
w0!1686417,12069300.0,0.0,1200,180004.0,28
w0!1686418,12069300.0,0.0,1200,180004.0,2
w0!1686419,12069300.0,0.0,600,360004.0,1
w0!1686420,12069301.0,0.0,85800,2520.0,2
w0!1686421,12069301.0,0.0,85800,2520.0,28
w0!1686422,12069302.0,0.0,85800,2519.0,28
w0!1686423,12069302.0,0.0,85800,2519.0,17
w0!1686424,12069302.0,0.0,85800,2519.0,28
w0!1686425,12069303.0,0.0,21600,10001.0,4
w0!1686426,12069303.0,0.0,7200,30001.0,28
w0!1686427,12069303.0,0.0,7200,30001.0,28
w0!1686428,12069304.0,0.0,85800,2517.0,28
w0!1686429,12069304.0,0.0,1200,180000.0,20
w0!1686430,12069304.0,0.0,85800,2517.0,28
 
Fila Jobs n:,357,Size:,97,Current time:,12069305.0
w0!1686335,12069270.0,60.0,2400,608435.0,39
w0!1686336,12069271.0,60.0,2400,608434.0,1
w0!1686337,12069271.0,60.0,2700,598434.0,39
w0!1686338,12069271.0,60.0,85800,520951.0,22
w0!1686339,12069272.0,60.0,85800,520950.0,28
w0!1686340,12069272.0,60.0,85800,520950.0,8
w0!1686341,12069273.0,60.0,85800,520949.0,28
w0!1686342,12069273.0,60.0,85800,520949.0,28
w0!1686343,12069273.0,60.0,85800,520949.0,28
w0!1686344,12069274.0,60.0,85800,520948.0,28
w0!1686345,12069274.0,60.0,85800,520948.0,28
w0!1686346,12069274.0,60.0,600,878431.0,39
w0!1686347,12069275.0,60.0,1200,698430.0,39
w0!1686348,12069275.0,60.0,2400,608430.0,1
w0!1686349,12069275.0,60.0,85800,520947.0,28
w0!1686350,12069276.0,60.0,85800,520946.0,28
w0!1686351,12069276.0,60.0,1800,638429.0,39
w0!1686352,12069276.0,60.0,85800,520946.0,28
w0!1686353,12069277.0,60.0,85800,520945.0,5
w0!1686354,12069277.0,60.0,85800,520945.0,28
w0!1686355,12069278.0,60.0,85800,520944.0,28
w0!1686356,12069278.0,60.0,85800,520944.0,28
w0!1686357,12069278.0,60.0,85800,520944.0,28
w0!1686358,12069279.0,60.0,85800,520943.0,28
w0!1686359,12069279.0,60.0,85800,520943.0,28
w0!1686360,12069279.0,60.0,1800,638426.0,39
w0!1686361,12069280.0,60.0,2400,608425.0,1
w0!1686362,12069280.0,60.0,2400,608425.0,1
w0!1686363,12069280.0,60.0,85800,520942.0,28
w0!1686364,12069281.0,60.0,2400,608424.0,39
w0!1686365,12069281.0,60.0,2400,608424.0,1
w0!1686366,12069281.0,60.0,85800,520941.0,28
w0!1686367,12069282.0,60.0,85800,520940.0,7
w0!1686368,12069282.0,60.0,85800,520940.0,28
w0!1686369,12069282.0,60.0,85800,520940.0,28
w0!1686370,12069283.0,60.0,85800,520939.0,28
w0!1686371,12069283.0,60.0,85800,520939.0,5
w0!1686372,12069283.0,60.0,85800,520939.0,28
w0!1686373,12069284.0,60.0,2400,608421.0,39
w0!1686374,12069284.0,60.0,2400,608421.0,2
w0!1686375,12069285.0,60.0,85800,520937.0,2
w0!1686376,12069285.0,60.0,85800,520937.0,2
w0!1686377,12069285.0,60.0,85800,520937.0,28
w0!1686378,12069286.0,60.0,85800,520936.0,18
w0!1686379,12069286.0,60.0,85800,520936.0,28
w0!1686380,12069287.0,60.0,85800,520935.0,19
w0!1686381,12069287.0,60.0,85800,520935.0,28
w0!1686382,12069287.0,60.0,604800,518775.0,20
w0!1686383,12069288.0,60.0,3600,578417.0,39
w0!1686384,12069288.0,60.0,172800,519667.0,20
w0!1686385,12069288.0,60.0,172800,519667.0,20
w0!1686386,12069289.0,60.0,172800,519666.0,20
w0!1686387,12069289.0,60.0,172800,519666.0,20
w0!1686388,12069289.0,60.0,172800,519666.0,20
w0!1686390,12069290.0,9.0,172800,79025.0,20
w0!1686389,12069290.0,0.0,3600,60015.0,39
w0!1686391,12069291.0,0.0,172800,1264.0,20
w0!1686392,12069291.0,0.0,172800,1264.0,1
w0!1686393,12069291.0,0.0,172800,1264.0,20
w0!1686394,12069292.0,0.0,1200,180013.0,20
w0!1686395,12069292.0,0.0,172800,1263.0,20
w0!1686396,12069292.0,0.0,1200,180013.0,20
w0!1686397,12069293.0,0.0,172800,1262.0,20
w0!1686398,12069293.0,0.0,1200,180012.0,2
w0!1686399,12069294.0,0.0,604800,368.0,3
w0!1686400,12069294.0,0.0,600,360011.0,19
w0!1686401,12069294.0,0.0,600,360011.0,1
w0!1686402,12069295.0,0.0,1200,180010.0,8
w0!1686403,12069295.0,0.0,36506,5927.0,39
w0!1686404,12069295.0,0.0,85800,2527.0,2
w0!1686405,12069296.0,0.0,85800,2526.0,3
w0!1686406,12069296.0,0.0,85800,2526.0,24
w0!1686407,12069297.0,0.0,7200,30008.0,28
w0!1686408,12069297.0,0.0,7200,30008.0,28
w0!1686409,12069297.0,0.0,85800,2525.0,28
w0!1686410,12069298.0,0.0,85800,2524.0,3
w0!1686411,12069298.0,0.0,85800,2524.0,2
w0!1686412,12069298.0,0.0,85800,2524.0,2
w0!1686413,12069299.0,0.0,35755,6047.0,10
w0!1686414,12069299.0,0.0,50220,4307.0,1
w0!1686416,12069299.0,0.0,600,360006.0,3
w0!1686417,12069300.0,0.0,1200,180005.0,28
w0!1686418,12069300.0,0.0,1200,180005.0,2
w0!1686419,12069300.0,0.0,600,360005.0,1
w0!1686420,12069301.0,0.0,85800,2521.0,2
w0!1686421,12069301.0,0.0,85800,2521.0,28
w0!1686422,12069302.0,0.0,85800,2520.0,28
w0!1686423,12069302.0,0.0,85800,2520.0,17
w0!1686424,12069302.0,0.0,85800,2520.0,28
w0!1686425,12069303.0,0.0,21600,10002.0,4
w0!1686426,12069303.0,0.0,7200,30002.0,28
w0!1686427,12069303.0,0.0,7200,30002.0,28
w0!1686428,12069304.0,0.0,85800,2518.0,28
w0!1686429,12069304.0,0.0,1200,180001.0,20
w0!1686430,12069304.0,0.0,85800,2518.0,28
w0!1686431,12069305.0,0.0,85800,2517.0,28
w0!1686432,12069305.0,0.0,28800,7500.0,28
 
Fila Jobs n:,358,Size:,98,Current time:,12069306.0
w0!1686335,12069270.0,60.0,2400,608436.0,39
w0!1686336,12069271.0,60.0,2400,608435.0,1
w0!1686337,12069271.0,60.0,2700,598435.0,39
w0!1686338,12069271.0,60.0,85800,520952.0,22
w0!1686339,12069272.0,60.0,85800,520951.0,28
w0!1686340,12069272.0,60.0,85800,520951.0,8
w0!1686341,12069273.0,60.0,85800,520950.0,28
w0!1686342,12069273.0,60.0,85800,520950.0,28
w0!1686343,12069273.0,60.0,85800,520950.0,28
w0!1686344,12069274.0,60.0,85800,520949.0,28
w0!1686345,12069274.0,60.0,85800,520949.0,28
w0!1686346,12069274.0,60.0,600,878432.0,39
w0!1686347,12069275.0,60.0,1200,698431.0,39
w0!1686348,12069275.0,60.0,2400,608431.0,1
w0!1686349,12069275.0,60.0,85800,520948.0,28
w0!1686350,12069276.0,60.0,85800,520947.0,28
w0!1686351,12069276.0,60.0,1800,638430.0,39
w0!1686352,12069276.0,60.0,85800,520947.0,28
w0!1686353,12069277.0,60.0,85800,520946.0,5
w0!1686354,12069277.0,60.0,85800,520946.0,28
w0!1686355,12069278.0,60.0,85800,520945.0,28
w0!1686356,12069278.0,60.0,85800,520945.0,28
w0!1686357,12069278.0,60.0,85800,520945.0,28
w0!1686358,12069279.0,60.0,85800,520944.0,28
w0!1686359,12069279.0,60.0,85800,520944.0,28
w0!1686360,12069279.0,60.0,1800,638427.0,39
w0!1686361,12069280.0,60.0,2400,608426.0,1
w0!1686362,12069280.0,60.0,2400,608426.0,1
w0!1686363,12069280.0,60.0,85800,520943.0,28
w0!1686364,12069281.0,60.0,2400,608425.0,39
w0!1686365,12069281.0,60.0,2400,608425.0,1
w0!1686366,12069281.0,60.0,85800,520942.0,28
w0!1686367,12069282.0,60.0,85800,520941.0,7
w0!1686368,12069282.0,60.0,85800,520941.0,28
w0!1686369,12069282.0,60.0,85800,520941.0,28
w0!1686370,12069283.0,60.0,85800,520940.0,28
w0!1686371,12069283.0,60.0,85800,520940.0,5
w0!1686372,12069283.0,60.0,85800,520940.0,28
w0!1686373,12069284.0,60.0,2400,608422.0,39
w0!1686374,12069284.0,60.0,2400,608422.0,2
w0!1686375,12069285.0,60.0,85800,520938.0,2
w0!1686376,12069285.0,60.0,85800,520938.0,2
w0!1686377,12069285.0,60.0,85800,520938.0,28
w0!1686378,12069286.0,60.0,85800,520937.0,18
w0!1686379,12069286.0,60.0,85800,520937.0,28
w0!1686380,12069287.0,60.0,85800,520936.0,19
w0!1686381,12069287.0,60.0,85800,520936.0,28
w0!1686382,12069287.0,60.0,604800,518776.0,20
w0!1686383,12069288.0,60.0,3600,578418.0,39
w0!1686384,12069288.0,60.0,172800,519668.0,20
w0!1686385,12069288.0,60.0,172800,519668.0,20
w0!1686386,12069289.0,60.0,172800,519667.0,20
w0!1686387,12069289.0,60.0,172800,519667.0,20
w0!1686388,12069289.0,60.0,172800,519667.0,20
w0!1686390,12069290.0,9.0,172800,79026.0,20
w0!1686389,12069290.0,0.0,3600,60016.0,39
w0!1686391,12069291.0,0.0,172800,1265.0,20
w0!1686392,12069291.0,0.0,172800,1265.0,1
w0!1686393,12069291.0,0.0,172800,1265.0,20
w0!1686394,12069292.0,0.0,1200,180014.0,20
w0!1686395,12069292.0,0.0,172800,1264.0,20
w0!1686396,12069292.0,0.0,1200,180014.0,20
w0!1686397,12069293.0,0.0,172800,1263.0,20
w0!1686398,12069293.0,0.0,1200,180013.0,2
w0!1686399,12069294.0,0.0,604800,369.0,3
w0!1686400,12069294.0,0.0,600,360012.0,19
w0!1686401,12069294.0,0.0,600,360012.0,1
w0!1686402,12069295.0,0.0,1200,180011.0,8
w0!1686403,12069295.0,0.0,36506,5928.0,39
w0!1686404,12069295.0,0.0,85800,2528.0,2
w0!1686405,12069296.0,0.0,85800,2527.0,3
w0!1686406,12069296.0,0.0,85800,2527.0,24
w0!1686407,12069297.0,0.0,7200,30009.0,28
w0!1686408,12069297.0,0.0,7200,30009.0,28
w0!1686409,12069297.0,0.0,85800,2526.0,28
w0!1686410,12069298.0,0.0,85800,2525.0,3
w0!1686411,12069298.0,0.0,85800,2525.0,2
w0!1686412,12069298.0,0.0,85800,2525.0,2
w0!1686413,12069299.0,0.0,35755,6048.0,10
w0!1686414,12069299.0,0.0,50220,4308.0,1
w0!1686416,12069299.0,0.0,600,360007.0,3
w0!1686417,12069300.0,0.0,1200,180006.0,28
w0!1686418,12069300.0,0.0,1200,180006.0,2
w0!1686419,12069300.0,0.0,600,360006.0,1
w0!1686420,12069301.0,0.0,85800,2522.0,2
w0!1686421,12069301.0,0.0,85800,2522.0,28
w0!1686422,12069302.0,0.0,85800,2521.0,28
w0!1686423,12069302.0,0.0,85800,2521.0,17
w0!1686424,12069302.0,0.0,85800,2521.0,28
w0!1686425,12069303.0,0.0,21600,10003.0,4
w0!1686426,12069303.0,0.0,7200,30003.0,28
w0!1686427,12069303.0,0.0,7200,30003.0,28
w0!1686428,12069304.0,0.0,85800,2519.0,28
w0!1686429,12069304.0,0.0,1200,180002.0,20
w0!1686430,12069304.0,0.0,85800,2519.0,28
w0!1686431,12069305.0,0.0,85800,2518.0,28
w0!1686432,12069305.0,0.0,28800,7501.0,28
w0!1686433,12069306.0,0.0,28800,7500.0,8
 
Fila Jobs n:,359,Size:,99,Current time:,12077959.0
w0!1686335,12069270.0,60.0,2400,617089.0,39
w0!1686336,12069271.0,60.0,2400,617088.0,1
w0!1686337,12069271.0,60.0,2700,607088.0,39
w0!1686338,12069271.0,60.0,85800,529605.0,22
w0!1686339,12069272.0,60.0,85800,529604.0,28
w0!1686340,12069272.0,60.0,85800,529604.0,8
w0!1686341,12069273.0,60.0,85800,529603.0,28
w0!1686342,12069273.0,60.0,85800,529603.0,28
w0!1686343,12069273.0,60.0,85800,529603.0,28
w0!1686344,12069274.0,60.0,85800,529602.0,28
w0!1686345,12069274.0,60.0,85800,529602.0,28
w0!1686346,12069274.0,60.0,600,887085.0,39
w0!1686347,12069275.0,60.0,1200,707084.0,39
w0!1686348,12069275.0,60.0,2400,617084.0,1
w0!1686349,12069275.0,60.0,85800,529601.0,28
w0!1686350,12069276.0,60.0,85800,529600.0,28
w0!1686351,12069276.0,60.0,1800,647083.0,39
w0!1686352,12069276.0,60.0,85800,529600.0,28
w0!1686353,12069277.0,60.0,85800,529599.0,5
w0!1686354,12069277.0,60.0,85800,529599.0,28
w0!1686355,12069278.0,60.0,85800,529598.0,28
w0!1686356,12069278.0,60.0,85800,529598.0,28
w0!1686357,12069278.0,60.0,85800,529598.0,28
w0!1686358,12069279.0,60.0,85800,529597.0,28
w0!1686359,12069279.0,60.0,85800,529597.0,28
w0!1686360,12069279.0,60.0,1800,647080.0,39
w0!1686361,12069280.0,60.0,2400,617079.0,1
w0!1686362,12069280.0,60.0,2400,617079.0,1
w0!1686363,12069280.0,60.0,85800,529596.0,28
w0!1686364,12069281.0,60.0,2400,617078.0,39
w0!1686365,12069281.0,60.0,2400,617078.0,1
w0!1686366,12069281.0,60.0,85800,529595.0,28
w0!1686367,12069282.0,60.0,85800,529594.0,7
w0!1686368,12069282.0,60.0,85800,529594.0,28
w0!1686369,12069282.0,60.0,85800,529594.0,28
w0!1686370,12069283.0,60.0,85800,529593.0,28
w0!1686371,12069283.0,60.0,85800,529593.0,5
w0!1686372,12069283.0,60.0,85800,529593.0,28
w0!1686373,12069284.0,60.0,2400,617075.0,39
w0!1686374,12069284.0,60.0,2400,617075.0,2
w0!1686375,12069285.0,60.0,85800,529591.0,2
w0!1686376,12069285.0,60.0,85800,529591.0,2
w0!1686377,12069285.0,60.0,85800,529591.0,28
w0!1686378,12069286.0,60.0,85800,529590.0,18
w0!1686379,12069286.0,60.0,85800,529590.0,28
w0!1686380,12069287.0,60.0,85800,529589.0,19
w0!1686381,12069287.0,60.0,85800,529589.0,28
w0!1686382,12069287.0,60.0,604800,527429.0,20
w0!1686383,12069288.0,60.0,3600,587071.0,39
w0!1686384,12069288.0,60.0,172800,528321.0,20
w0!1686385,12069288.0,60.0,172800,528321.0,20
w0!1686386,12069289.0,60.0,172800,528320.0,20
w0!1686387,12069289.0,60.0,172800,528320.0,20
w0!1686388,12069289.0,60.0,172800,528320.0,20
w0!1686390,12069290.0,9.0,172800,87679.0,20
w0!1686472,12077959.0,8.0,3600,129120.0,1
w0!1686389,12069290.0,0.0,3600,68669.0,39
w0!1686391,12069291.0,0.0,172800,9918.0,20
w0!1686392,12069291.0,0.0,172800,9918.0,1
w0!1686393,12069291.0,0.0,172800,9918.0,20
w0!1686394,12069292.0,0.0,1200,188667.0,20
w0!1686395,12069292.0,0.0,172800,9917.0,20
w0!1686396,12069292.0,0.0,1200,188667.0,20
w0!1686397,12069293.0,0.0,172800,9916.0,20
w0!1686398,12069293.0,0.0,1200,188666.0,2
w0!1686399,12069294.0,0.0,604800,9022.0,3
w0!1686400,12069294.0,0.0,600,368665.0,19
w0!1686401,12069294.0,0.0,600,368665.0,1
w0!1686402,12069295.0,0.0,1200,188664.0,8
w0!1686403,12069295.0,0.0,36506,14581.0,39
w0!1686404,12069295.0,0.0,85800,11181.0,2
w0!1686405,12069296.0,0.0,85800,11180.0,3
w0!1686406,12069296.0,0.0,85800,11180.0,24
w0!1686407,12069297.0,0.0,7200,38662.0,28
w0!1686408,12069297.0,0.0,7200,38662.0,28
w0!1686409,12069297.0,0.0,85800,11179.0,28
w0!1686410,12069298.0,0.0,85800,11178.0,3
w0!1686411,12069298.0,0.0,85800,11178.0,2
w0!1686412,12069298.0,0.0,85800,11178.0,2
w0!1686413,12069299.0,0.0,35755,14701.0,10
w0!1686414,12069299.0,0.0,50220,12961.0,1
w0!1686416,12069299.0,0.0,600,368660.0,3
w0!1686417,12069300.0,0.0,1200,188659.0,28
w0!1686418,12069300.0,0.0,1200,188659.0,2
w0!1686419,12069300.0,0.0,600,368659.0,1
w0!1686420,12069301.0,0.0,85800,11175.0,2
w0!1686421,12069301.0,0.0,85800,11175.0,28
w0!1686422,12069302.0,0.0,85800,11174.0,28
w0!1686423,12069302.0,0.0,85800,11174.0,17
w0!1686424,12069302.0,0.0,85800,11174.0,28
w0!1686425,12069303.0,0.0,21600,18656.0,4
w0!1686426,12069303.0,0.0,7200,38656.0,28
w0!1686427,12069303.0,0.0,7200,38656.0,28
w0!1686428,12069304.0,0.0,85800,11172.0,28
w0!1686429,12069304.0,0.0,1200,188655.0,20
w0!1686430,12069304.0,0.0,85800,11172.0,28
w0!1686431,12069305.0,0.0,85800,11171.0,28
w0!1686432,12069305.0,0.0,28800,16154.0,28
w0!1686433,12069306.0,0.0,28800,16153.0,8
 
Fila Jobs n:,360,Size:,100,Current time:,12090726.0
w0!1686335,12069270.0,60.0,2400,629856.0,39
w0!1686336,12069271.0,60.0,2400,629855.0,1
w0!1686337,12069271.0,60.0,2700,619855.0,39
w0!1686338,12069271.0,60.0,85800,542372.0,22
w0!1686339,12069272.0,60.0,85800,542371.0,28
