id,subtime,score,walltime,scoreQueue,qtdRecursos
w0!1681770,9685786.0,37.0,85800,338545.0,28
 
Fila Jobs n:,317,Size:,6,Current time:,9704194.0
w0!1681818,9700934.0,53.0,7200,491180.0,28
w0!1681819,9700934.0,53.0,10800,481180.0,39
w0!1681817,9700934.0,53.0,85800,463697.0,10
w0!1681821,9700934.0,53.0,85800,463697.0,28
w0!1681833,9704194.0,31.0,1200,447840.0,20
w0!1681770,9685786.0,37.0,85800,340605.0,28
 
Fila Jobs n:,318,Size:,6,Current time:,9704450.7
w0!1681818,9700934.0,53.0,7200,491437.0,28
w0!1681819,9700934.0,53.0,10800,481437.0,39
w0!1681817,9700934.0,53.0,85800,463954.0,10
w0!1681821,9700934.0,53.0,85800,463954.0,28
w0!1681833,9704194.0,31.0,1200,448097.0,20
w0!1681770,9685786.0,37.0,85800,340862.0,28
 
Fila Jobs n:,319,Size:,5,Current time:,9704534.0
w0!1681819,9700934.0,53.0,10800,481520.0,39
w0!1681817,9700934.0,53.0,85800,464037.0,10
w0!1681821,9700934.0,53.0,85800,464037.0,28
w0!1681833,9704194.0,31.0,1200,448180.0,20
w0!1681770,9685786.0,37.0,85800,340945.0,28
 
Fila Jobs n:,320,Size:,5,Current time:,9708527.1
w0!1681819,9700934.0,53.0,10800,485513.0,39
w0!1681817,9700934.0,53.0,85800,468031.0,10
w0!1681821,9700934.0,53.0,85800,468031.0,28
w0!1681833,9704194.0,31.0,1200,452173.0,20
w0!1681770,9685786.0,37.0,85800,344939.0,28
 
Fila Jobs n:,321,Size:,4,Current time:,9712603.5
w0!1681817,9700934.0,53.0,85800,472107.0,10
w0!1681821,9700934.0,53.0,85800,472107.0,28
w0!1681833,9704194.0,31.0,1200,456250.0,20
w0!1681770,9685786.0,37.0,85800,349015.0,28
 
Fila Jobs n:,322,Size:,2,Current time:,9716157.7
w0!1681833,9704194.0,31.0,1200,459804.0,20
w0!1681770,9685786.0,37.0,85800,352569.0,28
 
Fila Jobs n:,323,Size:,2,Current time:,9716679.9
w0!1681833,9704194.0,31.0,1200,460326.0,20
w0!1681770,9685786.0,37.0,85800,353091.0,28
 
Fila Jobs n:,324,Size:,2,Current time:,12075355.0
w0!1686297,12075316.0,60.0,85800,520956.0,28
w0!1686298,12075355.0,60.0,85800,520917.0,3
 
Fila Jobs n:,325,Size:,2,Current time:,12099994.7
w0!1686297,12075316.0,60.0,85800,545596.0,28
w0!1686298,12075355.0,60.0,85800,545557.0,3
 
Fila Jobs n:,326,Size:,3,Current time:,12102983.0
w0!1686333,12102983.0,60.0,600,878400.0,1
w0!1686334,12102983.0,60.0,1800,638400.0,1
w0!1686335,12102983.0,60.0,2400,608400.0,39
 
Fila Jobs n:,327,Size:,4,Current time:,12102984.0
w0!1686335,12102983.0,60.0,2400,608401.0,39
w0!1686336,12102984.0,60.0,2400,608400.0,1
w0!1686337,12102984.0,60.0,2700,598400.0,39
w0!1686338,12102984.0,60.0,85800,520917.0,22
 
Fila Jobs n:,328,Size:,6,Current time:,12102985.0
w0!1686335,12102983.0,60.0,2400,608402.0,39
w0!1686336,12102984.0,60.0,2400,608401.0,1
w0!1686337,12102984.0,60.0,2700,598401.0,39
w0!1686338,12102984.0,60.0,85800,520918.0,22
w0!1686339,12102985.0,60.0,85800,520917.0,28
w0!1686340,12102985.0,60.0,85800,520917.0,8
 
Fila Jobs n:,329,Size:,9,Current time:,12102986.0
w0!1686335,12102983.0,60.0,2400,608403.0,39
w0!1686336,12102984.0,60.0,2400,608402.0,1
w0!1686337,12102984.0,60.0,2700,598402.0,39
w0!1686338,12102984.0,60.0,85800,520919.0,22
w0!1686339,12102985.0,60.0,85800,520918.0,28
w0!1686340,12102985.0,60.0,85800,520918.0,8
w0!1686341,12102986.0,60.0,85800,520917.0,28
w0!1686342,12102986.0,60.0,85800,520917.0,28
w0!1686343,12102986.0,60.0,85800,520917.0,28
 
Fila Jobs n:,330,Size:,12,Current time:,12102987.0
w0!1686346,12102987.0,60.0,600,878400.0,39
w0!1686335,12102983.0,60.0,2400,608404.0,39
w0!1686336,12102984.0,60.0,2400,608403.0,1
w0!1686337,12102984.0,60.0,2700,598403.0,39
w0!1686338,12102984.0,60.0,85800,520920.0,22
w0!1686339,12102985.0,60.0,85800,520919.0,28
w0!1686340,12102985.0,60.0,85800,520919.0,8
w0!1686341,12102986.0,60.0,85800,520918.0,28
w0!1686342,12102986.0,60.0,85800,520918.0,28
w0!1686343,12102986.0,60.0,85800,520918.0,28
w0!1686344,12102987.0,60.0,85800,520917.0,28
w0!1686345,12102987.0,60.0,85800,520917.0,28
 
Fila Jobs n:,331,Size:,15,Current time:,12102988.0
w0!1686346,12102987.0,60.0,600,878401.0,39
w0!1686347,12102988.0,60.0,1200,698400.0,39
w0!1686335,12102983.0,60.0,2400,608405.0,39
w0!1686336,12102984.0,60.0,2400,608404.0,1
w0!1686348,12102988.0,60.0,2400,608400.0,1
w0!1686337,12102984.0,60.0,2700,598404.0,39
w0!1686338,12102984.0,60.0,85800,520921.0,22
w0!1686339,12102985.0,60.0,85800,520920.0,28
w0!1686340,12102985.0,60.0,85800,520920.0,8
w0!1686341,12102986.0,60.0,85800,520919.0,28
w0!1686342,12102986.0,60.0,85800,520919.0,28
w0!1686343,12102986.0,60.0,85800,520919.0,28
w0!1686344,12102987.0,60.0,85800,520918.0,28
w0!1686345,12102987.0,60.0,85800,520918.0,28
w0!1686349,12102988.0,60.0,85800,520917.0,28
 
Fila Jobs n:,332,Size:,18,Current time:,12102989.0
w0!1686346,12102987.0,60.0,600,878402.0,39
w0!1686347,12102988.0,60.0,1200,698401.0,39
w0!1686351,12102989.0,60.0,1800,638400.0,39
w0!1686335,12102983.0,60.0,2400,608406.0,39
w0!1686336,12102984.0,60.0,2400,608405.0,1
w0!1686348,12102988.0,60.0,2400,608401.0,1
w0!1686337,12102984.0,60.0,2700,598405.0,39
w0!1686338,12102984.0,60.0,85800,520922.0,22
w0!1686339,12102985.0,60.0,85800,520921.0,28
w0!1686340,12102985.0,60.0,85800,520921.0,8
w0!1686341,12102986.0,60.0,85800,520920.0,28
w0!1686342,12102986.0,60.0,85800,520920.0,28
w0!1686343,12102986.0,60.0,85800,520920.0,28
w0!1686344,12102987.0,60.0,85800,520919.0,28
w0!1686345,12102987.0,60.0,85800,520919.0,28
w0!1686349,12102988.0,60.0,85800,520918.0,28
w0!1686350,12102989.0,60.0,85800,520917.0,28
w0!1686352,12102989.0,60.0,85800,520917.0,28
 
Fila Jobs n:,333,Size:,20,Current time:,12102990.0
w0!1686346,12102987.0,60.0,600,878403.0,39
w0!1686347,12102988.0,60.0,1200,698402.0,39
w0!1686351,12102989.0,60.0,1800,638401.0,39
w0!1686335,12102983.0,60.0,2400,608407.0,39
w0!1686336,12102984.0,60.0,2400,608406.0,1
w0!1686348,12102988.0,60.0,2400,608402.0,1
w0!1686337,12102984.0,60.0,2700,598406.0,39
w0!1686338,12102984.0,60.0,85800,520923.0,22
w0!1686339,12102985.0,60.0,85800,520922.0,28
w0!1686340,12102985.0,60.0,85800,520922.0,8
w0!1686341,12102986.0,60.0,85800,520921.0,28
w0!1686342,12102986.0,60.0,85800,520921.0,28
w0!1686343,12102986.0,60.0,85800,520921.0,28
w0!1686344,12102987.0,60.0,85800,520920.0,28
w0!1686345,12102987.0,60.0,85800,520920.0,28
w0!1686349,12102988.0,60.0,85800,520919.0,28
w0!1686350,12102989.0,60.0,85800,520918.0,28
w0!1686352,12102989.0,60.0,85800,520918.0,28
w0!1686353,12102990.0,60.0,85800,520917.0,5
w0!1686354,12102990.0,60.0,85800,520917.0,28
 
Fila Jobs n:,334,Size:,20,Current time:,12102990.9
w0!1686346,12102987.0,60.0,600,878404.0,39
w0!1686347,12102988.0,60.0,1200,698403.0,39
w0!1686351,12102989.0,60.0,1800,638402.0,39
w0!1686335,12102983.0,60.0,2400,608408.0,39
w0!1686336,12102984.0,60.0,2400,608407.0,1
w0!1686348,12102988.0,60.0,2400,608403.0,1
w0!1686337,12102984.0,60.0,2700,598407.0,39
w0!1686338,12102984.0,60.0,85800,520924.0,22
w0!1686339,12102985.0,60.0,85800,520923.0,28
w0!1686340,12102985.0,60.0,85800,520923.0,8
w0!1686341,12102986.0,60.0,85800,520922.0,28
w0!1686342,12102986.0,60.0,85800,520922.0,28
w0!1686343,12102986.0,60.0,85800,520922.0,28
w0!1686344,12102987.0,60.0,85800,520921.0,28
w0!1686345,12102987.0,60.0,85800,520921.0,28
w0!1686349,12102988.0,60.0,85800,520920.0,28
w0!1686350,12102989.0,60.0,85800,520919.0,28
w0!1686352,12102989.0,60.0,85800,520919.0,28
w0!1686353,12102990.0,60.0,85800,520918.0,5
w0!1686354,12102990.0,60.0,85800,520918.0,28
 
Fila Jobs n:,335,Size:,20,Current time:,12102990.9
w0!1686346,12102987.0,60.0,600,878404.0,39
w0!1686347,12102988.0,60.0,1200,698403.0,39
w0!1686351,12102989.0,60.0,1800,638402.0,39
w0!1686335,12102983.0,60.0,2400,608408.0,39
w0!1686336,12102984.0,60.0,2400,608407.0,1
w0!1686348,12102988.0,60.0,2400,608403.0,1
w0!1686337,12102984.0,60.0,2700,598407.0,39
w0!1686338,12102984.0,60.0,85800,520924.0,22
w0!1686339,12102985.0,60.0,85800,520923.0,28
w0!1686340,12102985.0,60.0,85800,520923.0,8
w0!1686341,12102986.0,60.0,85800,520922.0,28
w0!1686342,12102986.0,60.0,85800,520922.0,28
w0!1686343,12102986.0,60.0,85800,520922.0,28
w0!1686344,12102987.0,60.0,85800,520921.0,28
w0!1686345,12102987.0,60.0,85800,520921.0,28
w0!1686349,12102988.0,60.0,85800,520920.0,28
w0!1686350,12102989.0,60.0,85800,520919.0,28
w0!1686352,12102989.0,60.0,85800,520919.0,28
w0!1686353,12102990.0,60.0,85800,520918.0,5
w0!1686354,12102990.0,60.0,85800,520918.0,28
 
Fila Jobs n:,336,Size:,23,Current time:,12102991.0
w0!1686346,12102987.0,60.0,600,878404.0,39
w0!1686347,12102988.0,60.0,1200,698403.0,39
w0!1686351,12102989.0,60.0,1800,638402.0,39
w0!1686335,12102983.0,60.0,2400,608408.0,39
w0!1686336,12102984.0,60.0,2400,608407.0,1
w0!1686348,12102988.0,60.0,2400,608403.0,1
w0!1686337,12102984.0,60.0,2700,598407.0,39
w0!1686338,12102984.0,60.0,85800,520924.0,22
w0!1686339,12102985.0,60.0,85800,520923.0,28
w0!1686340,12102985.0,60.0,85800,520923.0,8
w0!1686341,12102986.0,60.0,85800,520922.0,28
w0!1686342,12102986.0,60.0,85800,520922.0,28
w0!1686343,12102986.0,60.0,85800,520922.0,28
w0!1686344,12102987.0,60.0,85800,520921.0,28
w0!1686345,12102987.0,60.0,85800,520921.0,28
w0!1686349,12102988.0,60.0,85800,520920.0,28
w0!1686350,12102989.0,60.0,85800,520919.0,28
w0!1686352,12102989.0,60.0,85800,520919.0,28
w0!1686353,12102990.0,60.0,85800,520918.0,5
w0!1686354,12102990.0,60.0,85800,520918.0,28
w0!1686355,12102991.0,60.0,85800,520917.0,28
w0!1686356,12102991.0,60.0,85800,520917.0,28
w0!1686357,12102991.0,60.0,85800,520917.0,28
 
Fila Jobs n:,337,Size:,26,Current time:,12102992.0
w0!1686346,12102987.0,60.0,600,878405.0,39
w0!1686347,12102988.0,60.0,1200,698404.0,39
w0!1686351,12102989.0,60.0,1800,638403.0,39
w0!1686360,12102992.0,60.0,1800,638400.0,39
w0!1686335,12102983.0,60.0,2400,608409.0,39
w0!1686336,12102984.0,60.0,2400,608408.0,1
w0!1686348,12102988.0,60.0,2400,608404.0,1
w0!1686337,12102984.0,60.0,2700,598408.0,39
w0!1686338,12102984.0,60.0,85800,520925.0,22
w0!1686339,12102985.0,60.0,85800,520924.0,28
w0!1686340,12102985.0,60.0,85800,520924.0,8
w0!1686341,12102986.0,60.0,85800,520923.0,28
w0!1686342,12102986.0,60.0,85800,520923.0,28
w0!1686343,12102986.0,60.0,85800,520923.0,28
w0!1686344,12102987.0,60.0,85800,520922.0,28
w0!1686345,12102987.0,60.0,85800,520922.0,28
w0!1686349,12102988.0,60.0,85800,520921.0,28
w0!1686350,12102989.0,60.0,85800,520920.0,28
w0!1686352,12102989.0,60.0,85800,520920.0,28
w0!1686353,12102990.0,60.0,85800,520919.0,5
w0!1686354,12102990.0,60.0,85800,520919.0,28
w0!1686355,12102991.0,60.0,85800,520918.0,28
w0!1686356,12102991.0,60.0,85800,520918.0,28
w0!1686357,12102991.0,60.0,85800,520918.0,28
w0!1686358,12102992.0,60.0,85800,520917.0,28
w0!1686359,12102992.0,60.0,85800,520917.0,28
 
Fila Jobs n:,338,Size:,29,Current time:,12102993.0
w0!1686346,12102987.0,60.0,600,878406.0,39
w0!1686347,12102988.0,60.0,1200,698405.0,39
w0!1686351,12102989.0,60.0,1800,638404.0,39
w0!1686360,12102992.0,60.0,1800,638401.0,39
w0!1686335,12102983.0,60.0,2400,608410.0,39
w0!1686336,12102984.0,60.0,2400,608409.0,1
w0!1686348,12102988.0,60.0,2400,608405.0,1
w0!1686361,12102993.0,60.0,2400,608400.0,1
w0!1686362,12102993.0,60.0,2400,608400.0,1
w0!1686337,12102984.0,60.0,2700,598409.0,39
w0!1686338,12102984.0,60.0,85800,520926.0,22
w0!1686339,12102985.0,60.0,85800,520925.0,28
w0!1686340,12102985.0,60.0,85800,520925.0,8
w0!1686341,12102986.0,60.0,85800,520924.0,28
w0!1686342,12102986.0,60.0,85800,520924.0,28
w0!1686343,12102986.0,60.0,85800,520924.0,28
w0!1686344,12102987.0,60.0,85800,520923.0,28
w0!1686345,12102987.0,60.0,85800,520923.0,28
w0!1686349,12102988.0,60.0,85800,520922.0,28
w0!1686350,12102989.0,60.0,85800,520921.0,28
w0!1686352,12102989.0,60.0,85800,520921.0,28
w0!1686353,12102990.0,60.0,85800,520920.0,5
w0!1686354,12102990.0,60.0,85800,520920.0,28
w0!1686355,12102991.0,60.0,85800,520919.0,28
w0!1686356,12102991.0,60.0,85800,520919.0,28
w0!1686357,12102991.0,60.0,85800,520919.0,28
w0!1686358,12102992.0,60.0,85800,520918.0,28
w0!1686359,12102992.0,60.0,85800,520918.0,28
w0!1686363,12102993.0,60.0,85800,520917.0,28
 
Fila Jobs n:,339,Size:,32,Current time:,12102994.0
w0!1686346,12102987.0,60.0,600,878407.0,39
w0!1686347,12102988.0,60.0,1200,698406.0,39
w0!1686351,12102989.0,60.0,1800,638405.0,39
w0!1686360,12102992.0,60.0,1800,638402.0,39
w0!1686335,12102983.0,60.0,2400,608411.0,39
w0!1686336,12102984.0,60.0,2400,608410.0,1
w0!1686348,12102988.0,60.0,2400,608406.0,1
w0!1686361,12102993.0,60.0,2400,608401.0,1
w0!1686362,12102993.0,60.0,2400,608401.0,1
w0!1686364,12102994.0,60.0,2400,608400.0,39
w0!1686365,12102994.0,60.0,2400,608400.0,1
w0!1686337,12102984.0,60.0,2700,598410.0,39
w0!1686338,12102984.0,60.0,85800,520927.0,22
w0!1686339,12102985.0,60.0,85800,520926.0,28
w0!1686340,12102985.0,60.0,85800,520926.0,8
w0!1686341,12102986.0,60.0,85800,520925.0,28
w0!1686342,12102986.0,60.0,85800,520925.0,28
w0!1686343,12102986.0,60.0,85800,520925.0,28
w0!1686344,12102987.0,60.0,85800,520924.0,28
w0!1686345,12102987.0,60.0,85800,520924.0,28
w0!1686349,12102988.0,60.0,85800,520923.0,28
w0!1686350,12102989.0,60.0,85800,520922.0,28
w0!1686352,12102989.0,60.0,85800,520922.0,28
w0!1686353,12102990.0,60.0,85800,520921.0,5
w0!1686354,12102990.0,60.0,85800,520921.0,28
w0!1686355,12102991.0,60.0,85800,520920.0,28
w0!1686356,12102991.0,60.0,85800,520920.0,28
w0!1686357,12102991.0,60.0,85800,520920.0,28
w0!1686358,12102992.0,60.0,85800,520919.0,28
w0!1686359,12102992.0,60.0,85800,520919.0,28
w0!1686363,12102993.0,60.0,85800,520918.0,28
w0!1686366,12102994.0,60.0,85800,520917.0,28
 
Fila Jobs n:,340,Size:,35,Current time:,12102995.0
w0!1686346,12102987.0,60.0,600,878408.0,39
w0!1686347,12102988.0,60.0,1200,698407.0,39
w0!1686351,12102989.0,60.0,1800,638406.0,39
w0!1686360,12102992.0,60.0,1800,638403.0,39
w0!1686335,12102983.0,60.0,2400,608412.0,39
w0!1686336,12102984.0,60.0,2400,608411.0,1
w0!1686348,12102988.0,60.0,2400,608407.0,1
w0!1686361,12102993.0,60.0,2400,608402.0,1
w0!1686362,12102993.0,60.0,2400,608402.0,1
w0!1686364,12102994.0,60.0,2400,608401.0,39
w0!1686365,12102994.0,60.0,2400,608401.0,1
w0!1686337,12102984.0,60.0,2700,598411.0,39
w0!1686338,12102984.0,60.0,85800,520928.0,22
w0!1686339,12102985.0,60.0,85800,520927.0,28
w0!1686340,12102985.0,60.0,85800,520927.0,8
w0!1686341,12102986.0,60.0,85800,520926.0,28
w0!1686342,12102986.0,60.0,85800,520926.0,28
w0!1686343,12102986.0,60.0,85800,520926.0,28
w0!1686344,12102987.0,60.0,85800,520925.0,28
w0!1686345,12102987.0,60.0,85800,520925.0,28
w0!1686349,12102988.0,60.0,85800,520924.0,28
w0!1686350,12102989.0,60.0,85800,520923.0,28
w0!1686352,12102989.0,60.0,85800,520923.0,28
w0!1686353,12102990.0,60.0,85800,520922.0,5
w0!1686354,12102990.0,60.0,85800,520922.0,28
w0!1686355,12102991.0,60.0,85800,520921.0,28
w0!1686356,12102991.0,60.0,85800,520921.0,28
w0!1686357,12102991.0,60.0,85800,520921.0,28
w0!1686358,12102992.0,60.0,85800,520920.0,28
w0!1686359,12102992.0,60.0,85800,520920.0,28
w0!1686363,12102993.0,60.0,85800,520919.0,28
w0!1686366,12102994.0,60.0,85800,520918.0,28
w0!1686367,12102995.0,60.0,85800,520917.0,7
w0!1686368,12102995.0,60.0,85800,520917.0,28
w0!1686369,12102995.0,60.0,85800,520917.0,28
 
Fila Jobs n:,341,Size:,38,Current time:,12102996.0
w0!1686346,12102987.0,60.0,600,878409.0,39
w0!1686347,12102988.0,60.0,1200,698408.0,39
w0!1686351,12102989.0,60.0,1800,638407.0,39
w0!1686360,12102992.0,60.0,1800,638404.0,39
w0!1686335,12102983.0,60.0,2400,608413.0,39
w0!1686336,12102984.0,60.0,2400,608412.0,1
w0!1686348,12102988.0,60.0,2400,608408.0,1
w0!1686361,12102993.0,60.0,2400,608403.0,1
w0!1686362,12102993.0,60.0,2400,608403.0,1
w0!1686364,12102994.0,60.0,2400,608402.0,39
w0!1686365,12102994.0,60.0,2400,608402.0,1
w0!1686337,12102984.0,60.0,2700,598412.0,39
w0!1686338,12102984.0,60.0,85800,520929.0,22
w0!1686339,12102985.0,60.0,85800,520928.0,28
w0!1686340,12102985.0,60.0,85800,520928.0,8
w0!1686341,12102986.0,60.0,85800,520927.0,28
w0!1686342,12102986.0,60.0,85800,520927.0,28
w0!1686343,12102986.0,60.0,85800,520927.0,28
w0!1686344,12102987.0,60.0,85800,520926.0,28
w0!1686345,12102987.0,60.0,85800,520926.0,28
w0!1686349,12102988.0,60.0,85800,520925.0,28
w0!1686350,12102989.0,60.0,85800,520924.0,28
w0!1686352,12102989.0,60.0,85800,520924.0,28
w0!1686353,12102990.0,60.0,85800,520923.0,5
w0!1686354,12102990.0,60.0,85800,520923.0,28
w0!1686355,12102991.0,60.0,85800,520922.0,28
w0!1686356,12102991.0,60.0,85800,520922.0,28
w0!1686357,12102991.0,60.0,85800,520922.0,28
w0!1686358,12102992.0,60.0,85800,520921.0,28
w0!1686359,12102992.0,60.0,85800,520921.0,28
w0!1686363,12102993.0,60.0,85800,520920.0,28
w0!1686366,12102994.0,60.0,85800,520919.0,28
w0!1686367,12102995.0,60.0,85800,520918.0,7
w0!1686368,12102995.0,60.0,85800,520918.0,28
w0!1686369,12102995.0,60.0,85800,520918.0,28
w0!1686370,12102996.0,60.0,85800,520917.0,28
w0!1686371,12102996.0,60.0,85800,520917.0,5
w0!1686372,12102996.0,60.0,85800,520917.0,28
 
Fila Jobs n:,342,Size:,40,Current time:,12102997.0
w0!1686346,12102987.0,60.0,600,878410.0,39
w0!1686347,12102988.0,60.0,1200,698409.0,39
w0!1686351,12102989.0,60.0,1800,638408.0,39
w0!1686360,12102992.0,60.0,1800,638405.0,39
w0!1686335,12102983.0,60.0,2400,608414.0,39
w0!1686336,12102984.0,60.0,2400,608413.0,1
w0!1686348,12102988.0,60.0,2400,608409.0,1
w0!1686361,12102993.0,60.0,2400,608404.0,1
w0!1686362,12102993.0,60.0,2400,608404.0,1
w0!1686364,12102994.0,60.0,2400,608403.0,39
w0!1686365,12102994.0,60.0,2400,608403.0,1
w0!1686373,12102997.0,60.0,2400,608400.0,39
w0!1686374,12102997.0,60.0,2400,608400.0,2
w0!1686337,12102984.0,60.0,2700,598413.0,39
w0!1686338,12102984.0,60.0,85800,520930.0,22
w0!1686339,12102985.0,60.0,85800,520929.0,28
w0!1686340,12102985.0,60.0,85800,520929.0,8
w0!1686341,12102986.0,60.0,85800,520928.0,28
w0!1686342,12102986.0,60.0,85800,520928.0,28
w0!1686343,12102986.0,60.0,85800,520928.0,28
w0!1686344,12102987.0,60.0,85800,520927.0,28
w0!1686345,12102987.0,60.0,85800,520927.0,28
w0!1686349,12102988.0,60.0,85800,520926.0,28
w0!1686350,12102989.0,60.0,85800,520925.0,28
w0!1686352,12102989.0,60.0,85800,520925.0,28
w0!1686353,12102990.0,60.0,85800,520924.0,5
w0!1686354,12102990.0,60.0,85800,520924.0,28
w0!1686355,12102991.0,60.0,85800,520923.0,28
w0!1686356,12102991.0,60.0,85800,520923.0,28
w0!1686357,12102991.0,60.0,85800,520923.0,28
w0!1686358,12102992.0,60.0,85800,520922.0,28
w0!1686359,12102992.0,60.0,85800,520922.0,28
w0!1686363,12102993.0,60.0,85800,520921.0,28
w0!1686366,12102994.0,60.0,85800,520920.0,28
w0!1686367,12102995.0,60.0,85800,520919.0,7
w0!1686368,12102995.0,60.0,85800,520919.0,28
w0!1686369,12102995.0,60.0,85800,520919.0,28
w0!1686370,12102996.0,60.0,85800,520918.0,28
w0!1686371,12102996.0,60.0,85800,520918.0,5
w0!1686372,12102996.0,60.0,85800,520918.0,28
 
Fila Jobs n:,343,Size:,43,Current time:,12102998.0
w0!1686346,12102987.0,60.0,600,878411.0,39
w0!1686347,12102988.0,60.0,1200,698410.0,39
w0!1686351,12102989.0,60.0,1800,638409.0,39
w0!1686360,12102992.0,60.0,1800,638406.0,39
w0!1686335,12102983.0,60.0,2400,608415.0,39
w0!1686336,12102984.0,60.0,2400,608414.0,1
w0!1686348,12102988.0,60.0,2400,608410.0,1
w0!1686361,12102993.0,60.0,2400,608405.0,1
w0!1686362,12102993.0,60.0,2400,608405.0,1
w0!1686364,12102994.0,60.0,2400,608404.0,39
w0!1686365,12102994.0,60.0,2400,608404.0,1
w0!1686373,12102997.0,60.0,2400,608401.0,39
w0!1686374,12102997.0,60.0,2400,608401.0,2
w0!1686337,12102984.0,60.0,2700,598414.0,39
w0!1686338,12102984.0,60.0,85800,520931.0,22
w0!1686339,12102985.0,60.0,85800,520930.0,28
w0!1686340,12102985.0,60.0,85800,520930.0,8
w0!1686341,12102986.0,60.0,85800,520929.0,28
w0!1686342,12102986.0,60.0,85800,520929.0,28
w0!1686343,12102986.0,60.0,85800,520929.0,28
w0!1686344,12102987.0,60.0,85800,520928.0,28
w0!1686345,12102987.0,60.0,85800,520928.0,28
w0!1686349,12102988.0,60.0,85800,520927.0,28
w0!1686350,12102989.0,60.0,85800,520926.0,28
w0!1686352,12102989.0,60.0,85800,520926.0,28
w0!1686353,12102990.0,60.0,85800,520925.0,5
w0!1686354,12102990.0,60.0,85800,520925.0,28
w0!1686355,12102991.0,60.0,85800,520924.0,28
w0!1686356,12102991.0,60.0,85800,520924.0,28
w0!1686357,12102991.0,60.0,85800,520924.0,28
w0!1686358,12102992.0,60.0,85800,520923.0,28
w0!1686359,12102992.0,60.0,85800,520923.0,28
w0!1686363,12102993.0,60.0,85800,520922.0,28
w0!1686366,12102994.0,60.0,85800,520921.0,28
w0!1686367,12102995.0,60.0,85800,520920.0,7
w0!1686368,12102995.0,60.0,85800,520920.0,28
w0!1686369,12102995.0,60.0,85800,520920.0,28
w0!1686370,12102996.0,60.0,85800,520919.0,28
w0!1686371,12102996.0,60.0,85800,520919.0,5
w0!1686372,12102996.0,60.0,85800,520919.0,28
w0!1686375,12102998.0,60.0,85800,520917.0,2
w0!1686376,12102998.0,60.0,85800,520917.0,2
w0!1686377,12102998.0,60.0,85800,520917.0,28
 
Fila Jobs n:,344,Size:,45,Current time:,12102999.0
w0!1686346,12102987.0,60.0,600,878412.0,39
w0!1686347,12102988.0,60.0,1200,698411.0,39
w0!1686351,12102989.0,60.0,1800,638410.0,39
w0!1686360,12102992.0,60.0,1800,638407.0,39
w0!1686335,12102983.0,60.0,2400,608416.0,39
w0!1686336,12102984.0,60.0,2400,608415.0,1
w0!1686348,12102988.0,60.0,2400,608411.0,1
w0!1686361,12102993.0,60.0,2400,608406.0,1
w0!1686362,12102993.0,60.0,2400,608406.0,1
w0!1686364,12102994.0,60.0,2400,608405.0,39
w0!1686365,12102994.0,60.0,2400,608405.0,1
w0!1686373,12102997.0,60.0,2400,608402.0,39
w0!1686374,12102997.0,60.0,2400,608402.0,2
w0!1686337,12102984.0,60.0,2700,598415.0,39
w0!1686338,12102984.0,60.0,85800,520932.0,22
w0!1686339,12102985.0,60.0,85800,520931.0,28
w0!1686340,12102985.0,60.0,85800,520931.0,8
w0!1686341,12102986.0,60.0,85800,520930.0,28
w0!1686342,12102986.0,60.0,85800,520930.0,28
w0!1686343,12102986.0,60.0,85800,520930.0,28
w0!1686344,12102987.0,60.0,85800,520929.0,28
w0!1686345,12102987.0,60.0,85800,520929.0,28
w0!1686349,12102988.0,60.0,85800,520928.0,28
w0!1686350,12102989.0,60.0,85800,520927.0,28
w0!1686352,12102989.0,60.0,85800,520927.0,28
w0!1686353,12102990.0,60.0,85800,520926.0,5
w0!1686354,12102990.0,60.0,85800,520926.0,28
w0!1686355,12102991.0,60.0,85800,520925.0,28
w0!1686356,12102991.0,60.0,85800,520925.0,28
w0!1686357,12102991.0,60.0,85800,520925.0,28
w0!1686358,12102992.0,60.0,85800,520924.0,28
w0!1686359,12102992.0,60.0,85800,520924.0,28
w0!1686363,12102993.0,60.0,85800,520923.0,28
w0!1686366,12102994.0,60.0,85800,520922.0,28
w0!1686367,12102995.0,60.0,85800,520921.0,7
w0!1686368,12102995.0,60.0,85800,520921.0,28
w0!1686369,12102995.0,60.0,85800,520921.0,28
w0!1686370,12102996.0,60.0,85800,520920.0,28
w0!1686371,12102996.0,60.0,85800,520920.0,5
w0!1686372,12102996.0,60.0,85800,520920.0,28
w0!1686375,12102998.0,60.0,85800,520918.0,2
w0!1686376,12102998.0,60.0,85800,520918.0,2
w0!1686377,12102998.0,60.0,85800,520918.0,28
w0!1686378,12102999.0,60.0,85800,520917.0,18
w0!1686379,12102999.0,60.0,85800,520917.0,28
 
Fila Jobs n:,345,Size:,48,Current time:,12103000.0
w0!1686346,12102987.0,60.0,600,878413.0,39
w0!1686347,12102988.0,60.0,1200,698412.0,39
w0!1686351,12102989.0,60.0,1800,638411.0,39
w0!1686360,12102992.0,60.0,1800,638408.0,39
w0!1686335,12102983.0,60.0,2400,608417.0,39
w0!1686336,12102984.0,60.0,2400,608416.0,1
w0!1686348,12102988.0,60.0,2400,608412.0,1
w0!1686361,12102993.0,60.0,2400,608407.0,1
w0!1686362,12102993.0,60.0,2400,608407.0,1
w0!1686364,12102994.0,60.0,2400,608406.0,39
w0!1686365,12102994.0,60.0,2400,608406.0,1
